sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
DP4K-18BLPHC,,Default,simple,,base,"Smart Laser high-contrast cinema projector for mid-size premium movie screens","Smart Laser high-contrast cinema projector for mid-size premium movie screens","Smart Laser high-contrast cinema projector for mid-size premium movie screens",1.000000,1,"Taxable Goods","Catalog, Search",62.000000,,,,dp4k-18blphc,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
DP4K-19B,,Default,simple,,base,"Bright 4K DLP Barco Alchemy Cinema projector (19,000 lumens)","Bright 4K DLP Barco Alchemy Cinema projector (19,000 lumens)","Bright 4K DLP Barco Alchemy Cinema projector (19,000 lumens)",1.000000,1,"Taxable Goods","Catalog, Search",63.000000,,,,dp4k-19b,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
DP4K-20LHC,,Default,simple,,base,"High-contrast 6P RGB laser cinema projector for premium screens","High-contrast 6P RGB laser cinema projector for premium screens","High-contrast 6P RGB laser cinema projector for premium screens",1.000000,1,"Taxable Goods","Catalog, Search",64.000000,,,,dp4k-20lhc,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
DP4K-22L,,Default,simple,,base,"Ultra-bright 6P RGB laser cinema projector for premium mid-size screens","Ultra-bright 6P RGB laser cinema projector for premium mid-size screens","Ultra-bright 6P RGB laser cinema projector for premium mid-size screens",1.000000,1,"Taxable Goods","Catalog, Search",65.000000,,,,dp4k-22l,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
DP4K-23B,,Default,simple,,base,"Bright 4K DLP Barco Alchemy Cinema projector (24,500 lumens)","Bright 4K DLP Barco Alchemy Cinema projector (24,500 lumens)","Bright 4K DLP Barco Alchemy Cinema projector (24,500 lumens)",1.000000,1,"Taxable Goods","Catalog, Search",66.000000,,,,dp4k-23b,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
DP4K-23BLP,,Default,simple,,base,"Smart Laser cinema projector for screens between 18-23m (59-75 ft)","Smart Laser cinema projector for screens between 18-23m (59-75 ft)","Smart Laser cinema projector for screens between 18-23m (59-75 ft)",1.000000,1,"Taxable Goods","Catalog, Search",67.000000,,,,dp4k-23blp,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
DP4K-30L,,Default,simple,,base,"Ultra-bright 6P RGB laser cinema projector for premium mid-size screens","Ultra-bright 6P RGB laser cinema projector for premium mid-size screens","Ultra-bright 6P RGB laser cinema projector for premium mid-size screens",1.000000,1,"Taxable Goods","Catalog, Search",68.000000,,,,dp4k-30l,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
DP4K-45L,,Default,simple,,base,"Ultra-bright 6P RGB laser cinema projector for premium large screens","Ultra-bright 6P RGB laser cinema projector for premium large screens","Ultra-bright 6P RGB laser cinema projector for premium large screens",1.000000,1,"Taxable Goods","Catalog, Search",69.000000,,,,dp4k-45l,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
"F50 1080",,Default,simple,"Default Category/Islamic",base,"Compact 120 Hz, single-chip DLP projector with 1080 resolution","Compact 120 Hz, single-chip DLP projector with 1080 resolution","Compact 120 Hz, single-chip DLP projector with 1080 resolution",1.000000,1,"Taxable Goods","Catalog, Search",70.000000,,,,"f50 1080",,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
"F50 WQXGA",,Default,simple,"Default Category/Islamic",base,"Compact 120 Hz, single-chip DLP projector with WQXGA resolution","Compact 120 Hz, single-chip DLP projector with WQXGA resolution","Compact 120 Hz, single-chip DLP projector with WQXGA resolution",1.000000,1,"Taxable Goods","Catalog, Search",71.000000,,,,"f50 wqxga",,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
"F50 WUXGA",,Default,simple,"Default Category/Islamic",base,"Compact 120 Hz, single-chip DLP projector with WUXGA resolution","Compact 120 Hz, single-chip DLP projector with WUXGA resolution","Compact 120 Hz, single-chip DLP projector with WUXGA resolution",1.000000,1,"Taxable Goods","Catalog, Search",72.000000,,,,"f50 wuxga",,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
F80-4K12,,Default,simple,"Default Category/Islamic",base,"12,000 lumens, 4K UHD, DLP laser phosphor projector","12,000 lumens, 4K UHD, DLP laser phosphor projector","12,000 lumens, 4K UHD, DLP laser phosphor projector",1.000000,1,"Taxable Goods","Catalog, Search",73.000000,,,,f80-4k12,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
F80-Q12,,Default,simple,"Default Category/Islamic",base,"12,000 lumens, WQXGA, DLP laser phosphor projector","12,000 lumens, WQXGA, DLP laser phosphor projector","12,000 lumens, WQXGA, DLP laser phosphor projector",1.000000,1,"Taxable Goods","Catalog, Search",74.000000,,,,f80-q12,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
F80-Q7,,Default,simple,"Default Category/Islamic",base,"7,000 lumens, WQXGA, DLP laser phosphor projector","7,000 lumens, WQXGA, DLP laser phosphor projector","7,000 lumens, WQXGA, DLP laser phosphor projector",1.000000,1,"Taxable Goods","Catalog, Search",75.000000,,,,f80-q7,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
F80-Q9,,Default,simple,"Default Category/Islamic",base,"9,000 lumens, WQXGA, DLP laser phosphor projector","9,000 lumens, WQXGA, DLP laser phosphor projector","9,000 lumens, WQXGA, DLP laser phosphor projector",1.000000,1,"Taxable Goods","Catalog, Search",76.000000,,,,f80-q9,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
F90-W13,,Default,simple,"Default Category/Islamic",base,"13,000 lumens, WUXGA, DLP laser phosphor projector","13,000 lumens, WUXGA, DLP laser phosphor projector","13,000 lumens, WUXGA, DLP laser phosphor projector",1.000000,1,"Taxable Goods","Catalog, Search",77.000000,,,,f90-w13,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
G60-W10,,Default,simple,"Default Category/Islamic",base,"10,000 lumens, WUXGA, DLP laser phosphor projector","10,000 lumens, WUXGA, DLP laser phosphor projector","10,000 lumens, WUXGA, DLP laser phosphor projector",1.000000,1,"Taxable Goods","Catalog, Search",78.000000,,,,g60-w10,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
G60-W7,,Default,simple,"Default Category/Islamic",base,"7,000 lumens, WUXGA, DLP laser phosphor projector","7,000 lumens, WUXGA, DLP laser phosphor projector","7,000 lumens, WUXGA, DLP laser phosphor projector",1.000000,1,"Taxable Goods","Catalog, Search",79.000000,,,,g60-w7,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
G60-W8,,Default,simple,"Default Category/Islamic",base,"8,000 lumens, WUXGA, DLP laser phosphor projector","8,000 lumens, WUXGA, DLP laser phosphor projector","8,000 lumens, WUXGA, DLP laser phosphor projector",1.000000,1,"Taxable Goods","Catalog, Search",80.000000,,,,g60-w8,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
HDX-W12,,Default,simple,"Default Category/Islamic",base,"12,000 lumens, WUXGA, 3-chip DLP projector","12,000 lumens, WUXGA, 3-chip DLP projector","12,000 lumens, WUXGA, 3-chip DLP projector",1.000000,1,"Taxable Goods","Catalog, Search",81.000000,,,,hdx-w12,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
HDX-W14,,Default,simple,"Default Category/Islamic",base,"14,000 lumens, WUXGA, 3-chip DLP projector","14,000 lumens, WUXGA, 3-chip DLP projector","14,000 lumens, WUXGA, 3-chip DLP projector",1.000000,1,"Taxable Goods","Catalog, Search",82.000000,,,,hdx-w14,,,,,,,,,,,,"8/28/20, 4:46 AM","8/28/20, 4:46 AM",,,"Block after Info Column",,,,No,,,,,"3 columns",,"Use config",,"ox_custom=No,ox_featured=No",999.0000,0.0000,1,0,0,1,1.0000,0,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
XYZ-ABC,,Default,configurable,"Default Category,Default Category/Men,Default Category/Men/shirts",base,"Marco lightweight active hoodie","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen",,2.000000,1,"Taxable Goods","Catalog, Search",,,,,marco-lightweight-active-hoodie,"Marco lightweight active hoodie","Marco lightweight active hoodie","Marco lightweight active hoodie ",/b/l/blue-hoddie.jpg,,/b/l/blue-hoddie.jpg,,/b/l/blue-hoddie.jpg,,no_selection,,"8/31/20, 4:57 AM","9/1/20, 5:13 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=/b/l/blue-hoddie.jpg,material=Cotton,ox_custom=No,ox_featured=No",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,"XDL-4K60,XDL-4K30,UDX-W22,SP4K-20,SP4K-15,FL40-WU,FL40-4K,DP4K-60L,DP4K-40LHC,DP2K-20C,DP2K-17BLP,DP2K-23B","1,2,3,4,5,6,7,8,9,10,11,12",,,,,"/l/i/light_blue.jpg,/b/l/blue-hoddie.jpg",",",,,,,,,,,,,,"sku=Marco lightweight active hoodie-red,color=light blue|sku=Marco lightweight active hoodie-blue,color=blue",color=COLOUR
"Marco lightweight active hoodie-blue",,Default,simple,"Default Category,Default Category/Men,Default Category/Men/shirts",base,"Marco lightweight active hoodie-blue",,,2.000000,1,"Taxable Goods","Not Visible Individually",23.000000,,,,marco-lightweight-active-hoodie-blue,"Marco lightweight active hoodie","Marco lightweight active hoodie","Marco lightweight active hoodie ",/b/l/blue-hoddie_1.jpg,,/b/l/blue-hoddie_1.jpg,,/b/l/blue-hoddie_1.jpg,,/b/l/blue-hoddie_1.jpg,,"8/31/20, 4:59 AM","8/31/20, 9:22 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",,"color=blue,ox_custom=No,ox_featured=No",23.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/l/blue-hoddie_1.jpg,,,,,,,,,,,,,,
"Marco lightweight active hoodie-red",,Default,simple,"Default Category,Default Category/Men,Default Category/Men/shirts",base,"Marco lightweight active hoodie-red","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen</p>",,2.000000,1,"Taxable Goods","Not Visible Individually",78.000000,,,,marco-lightweight-active-hoodie-red,"Marco lightweight active hoodie","Marco lightweight active hoodie","Marco lightweight active hoodie ",/l/i/light_blue_1.jpg,,/l/i/light_blue_1.jpg,,/l/i/light_blue_1.jpg,,/l/i/light_blue_1.jpg,,"8/31/20, 4:59 AM","8/31/20, 9:21 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",,"color=light blue,ox_custom=No,ox_featured=No",23.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/l/i/light_blue_1.jpg,,,,,,,,,,,,,,
