sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
"XLMO-light blue",,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-light blue",,,2.000000,1,"Taxable Goods","Not Visible Individually",344.000000,,,,product-name-goes-here-light-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:26 AM","9/4/20, 3:26 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=light blue,ox_custom=No,ox_featured=No",67.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
XLMO-blue,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-blue",,,2.000000,1,"Taxable Goods","Not Visible Individually",344.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:26 AM","9/4/20, 3:26 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",67.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
XLMO,,Default,configurable,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here",,,2.000000,1,"Taxable Goods","Catalog, Search",,,,,xlmoe,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4_shoes_3__2.png,,/g/r/group_4_shoes_3__2.png,,/g/r/group_4_shoes_3__2.png,,/g/r/group_4_shoes_3__2.png,,"9/4/20, 3:26 AM","9/4/20, 3:26 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=/g/r/group_4_shoes_3__2.png,ox_custom=No,ox_featured=No",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/g/r/group_4_shoes_3__2.png,,,,,,,,,,,,,"sku=XLMO-light blue,color=light blue|sku=XLMO-blue,color=blue",color=COLOUR
LYU-blue,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-blue",,,1.000000,1,"Taxable Goods","Not Visible Individually",78.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:29 AM","9/4/20, 3:29 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",67.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
"LYU-light blue",,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-light blue",,,1.000000,1,"Taxable Goods","Not Visible Individually",78.000000,,,,product-name-goes-here-light-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:29 AM","9/4/20, 3:29 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=light blue,ox_custom=No,ox_featured=No",67.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
LYU,,Default,configurable,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here",,,1.000000,1,"Taxable Goods","Catalog, Search",,,,,lyu,"Product name goes here","Product name goes here","Product name goes here ",/i/m/image_33.png,,/i/m/image_33.png,,/i/m/image_33.png,,/i/m/image_33.png,,"9/4/20, 3:29 AM","9/4/20, 3:29 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=/i/m/image_33.png,ox_custom=No,ox_featured=No",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/i/m/image_33.png,/i/m/image_33_1_.png",",",,,,,,,,,,,,"sku=LYU-light blue,color=light blue|sku=LYU-blue,color=blue",color=COLOUR
UIO-blue,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-blue",,,1.000000,1,"Taxable Goods","Not Visible Individually",89.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:35 AM","9/4/20, 3:35 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",67.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
UIO-black,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-black",,,1.000000,1,"Taxable Goods","Not Visible Individually",89.000000,,,,product-name-goes-here-black,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:35 AM","9/4/20, 3:35 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=black,ox_custom=No,ox_featured=No",67.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
UIO,,Default,configurable,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here",,,1.000000,1,"Taxable Goods","Catalog, Search",,,,,uio,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4_1.png,,/g/r/group_4_1.png,,/g/r/group_4_1.png,,/g/r/group_4_1.png,,"9/4/20, 3:35 AM","9/4/20, 3:35 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=/g/r/group_4_1.png,ox_custom=No,ox_featured=No",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/g/r/group_4_1.png,/g/r/group_4_shoes_3__3.png",",",,,,,,,,,,,,"sku=UIO-blue,color=blue|sku=UIO-black,color=black",color=COLOUR
GHK-blue,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-blue",,,1.000000,1,"Taxable Goods","Not Visible Individually",67.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:36 AM","9/4/20, 3:36 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",56.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
GHK-black,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-black",,,1.000000,1,"Taxable Goods","Not Visible Individually",67.000000,,,,product-name-goes-here-black,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:36 AM","9/4/20, 3:36 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=black,ox_custom=No,ox_featured=No",56.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
GHK,,Default,configurable,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here",,,1.000000,1,"Taxable Goods","Catalog, Search",,,,,ghk,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4_dress_2__6.png,,/g/r/group_4_dress_2__6.png,,/g/r/group_4_dress_2__6.png,,/g/r/group_4_dress_2__6.png,,"9/4/20, 3:36 AM","9/4/20, 3:36 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=/g/r/group_4_dress_2__6.png,ox_custom=No,ox_featured=No",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/g/r/group_4_dress_2__6.png,/g/r/group_4_shoes_1__1_1.png",",",,,,,,,,,,,,"sku=GHK-blue,color=blue|sku=GHK-black,color=black",color=COLOUR
"LPO-light blue",,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-light blue",,,1.000000,1,"Taxable Goods","Not Visible Individually",344.000000,,,,product-name-goes-here-light-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:39 AM","9/4/20, 3:39 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=light blue,ox_custom=No,ox_featured=No",56.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
LPO-blue,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-blue",,,1.000000,1,"Taxable Goods","Not Visible Individually",344.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:39 AM","9/4/20, 3:39 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",56.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
LPO-black,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-black",,,1.000000,1,"Taxable Goods","Not Visible Individually",344.000000,,,,product-name-goes-here-black,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:39 AM","9/4/20, 3:39 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=black,ox_custom=No,ox_featured=No",56.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
LPO-blue-1,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-blue",,,1.000000,1,"Taxable Goods","Not Visible Individually",45.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:40 AM","9/4/20, 3:40 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",56.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
LPO-black-1,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-black",,,1.000000,1,"Taxable Goods","Not Visible Individually",45.000000,,,,product-name-goes-here-black,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:40 AM","9/4/20, 3:40 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=black,ox_custom=No,ox_featured=No",56.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
LPO,,Default,configurable,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids",base,"Product name goes here",,,1.000000,1,"Taxable Goods","Catalog, Search",,,,,lpo,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4_shoes_1__1_2.png,,/g/r/group_4_shoes_1__1_2.png,,/g/r/group_4_shoes_1__1_2.png,,/g/r/group_4_shoes_1__1_2.png,,"9/4/20, 3:40 AM","9/4/20, 3:42 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=/g/r/group_4_shoes_1__1_2.png,ox_custom=No,ox_featured=No",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/g/r/group_4_shoes_1__1_2.png,/g/r/group_4_shoes_3__4.png",",",,,,,,,,,,,,"sku=LPO-blue-1,color=blue|sku=LPO-black-1,color=black",color=COLOUR
IOP-blue,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-blue",,,2.000000,1,"Taxable Goods","Not Visible Individually",67.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:42 AM","9/4/20, 3:42 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",67.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
IOP-black,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Stationary,Default Category/Kids",base,"Product name goes here-black",,,2.000000,1,"Taxable Goods","Not Visible Individually",67.000000,,,,product-name-goes-here-black,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:42 AM","9/4/20, 3:42 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=black,ox_custom=No,ox_featured=No",67.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
IOP,,Default,configurable,"Default Category,Default Category/Men,Default Category/Women,Default Category/Stationary,Default Category/Kids",base,"Product name goes here",,,2.000000,1,"Taxable Goods","Catalog, Search",,,,,iop,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4bag_6.png,,/g/r/group_4bag_6.png,,/g/r/group_4bag_6.png,,/g/r/group_4bag_6.png,,"9/4/20, 3:42 AM","9/4/20, 3:42 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=/g/r/group_4bag_6.png,ox_custom=No,ox_featured=No",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/g/r/group_4bag_6.png,/g/r/group_4_2.png",",",,,,,,,,,,,,"sku=IOP-blue,color=blue|sku=IOP-black,color=black",color=COLOUR
abc1,,Default,simple,"Default Category",base,abc1,abc,abc,2.000000,1,"Taxable Goods","Catalog, Search",69.000000,,,,abc1,abc1,abc1,"abc1 abc",,,,,,,,,"9/14/20, 6:22 AM","9/14/20, 6:22 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"material=Clothing,ox_custom=No,ox_featured=No,type=Bags",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
abc2,,Default,simple,"Default Category",base,abc2,abc2,abc2,0.140000,1,"Taxable Goods","Catalog, Search",139.000000,,,,abc2,abc2,abc2,"abc2 abc2",,,,,,,,,"9/14/20, 6:22 AM","9/14/20, 6:22 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"material=Clothing,ox_custom=No,ox_featured=No,type=Bags",86.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
abc,,Default,grouped,"Default Category",base,abc,abc,abc,,1,,"Catalog, Search",,,,,abc,abc,abc,"abc abc",,,,,,,,,"9/14/20, 6:23 AM","9/14/20, 6:23 AM",,,"Block after Info Column",,,,"Use config",,,,,,,,,"material=Clothing,ox_custom=No,ox_featured=No,type=Bags",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,"abc1=0.000000,abc2=0.000000",,,,
